Loc_ID,Demographic_ID,Resource_ID,Region,Province,District,CityOrMunicipality,Barangay,Population,Male,Female,Families
L00000,Dg0000000,R000000,CAR,,,,,"1,611,669","821,042","790,627","352,403"
L00001,Dg0000001,R000001,CAR,ABRA,,,,"234,000","119,037","114,963","49,144"
L00002,Dg0000002,R000002,CAR,ABRA,,BANGUED (Capital),,"43,830","21,808","22,022","9,779"
L00003,Dg0000003,R000003,CAR,ABRA,,BANGUED (Capital),Agtangao,"2,164","1,094","1,070",501
L00004,Dg0000004,R000004,CAR,ABRA,,BANGUED (Capital),Angad,"2,298","1,179","1,119",524
L00005,Dg0000005,R000005,CAR,ABRA,,BANGUED (Capital),Bañacao,"1,190",637,553,228
L00006,Dg0000006,R000006,CAR,ABRA,,BANGUED (Capital),Bangbangar,"1,749",890,859,405
L00007,Dg0000007,R000007,CAR,ABRA,,BANGUED (Capital),Cabuloan,"1,131",584,547,243
L00008,Dg0000008,R000008,CAR,ABRA,,BANGUED (Capital),Calaba,"2,854","1,423","1,431",673
L00009,Dg0000009,R000009,CAR,ABRA,,BANGUED (Capital),Cosili East (Proper),957,477,480,187
L00010,Dg0000010,R000010,CAR,ABRA,,BANGUED (Capital),Cosili West (Buaya),"1,175",598,577,259
L00011,Dg0000011,R000011,CAR,ABRA,,BANGUED (Capital),Dangdangla,"1,623",810,813,351
L00012,Dg0000012,R000012,CAR,ABRA,,BANGUED (Capital),Lingtan,862,449,413,181
L00013,Dg0000013,R000013,CAR,ABRA,,BANGUED (Capital),Lipcan,"1,670",854,816,387
L00014,Dg0000014,R000014,CAR,ABRA,,BANGUED (Capital),Lubong,690,345,345,151
L00015,Dg0000015,R000015,CAR,ABRA,,BANGUED (Capital),Macarcarmay,695,343,352,151
L00016,Dg0000016,R000016,CAR,ABRA,,BANGUED (Capital),Macray,755,389,366,167
L00017,Dg0000017,R000017,CAR,ABRA,,BANGUED (Capital),Malita,373,180,193,85
L00018,Dg0000018,R000018,CAR,ABRA,,BANGUED (Capital),Maoay,736,386,350,158
L00019,Dg0000019,R000019,CAR,ABRA,,BANGUED (Capital),Palao,"1,653",831,822,383
L00020,Dg0000020,R000020,CAR,ABRA,,BANGUED (Capital),Patucannay,"1,411",695,716,336
L00021,Dg0000021,R000021,CAR,ABRA,,BANGUED (Capital),Sagap,775,403,372,181
L00022,Dg0000022,R000022,CAR,ABRA,,BANGUED (Capital),San Antonio,913,486,427,212
L00023,Dg0000023,R000023,CAR,ABRA,,BANGUED (Capital),Santa Rosa,"1,784",846,938,372
L00024,Dg0000024,R000024,CAR,ABRA,,BANGUED (Capital),Sao-atan,976,513,463,212
L00025,Dg0000025,R000025,CAR,ABRA,,BANGUED (Capital),Sappaac,"1,238",629,609,267
L00026,Dg0000026,R000026,CAR,ABRA,,BANGUED (Capital),Tablac (Calot),"1,408",716,692,275
L00027,Dg0000027,R000027,CAR,ABRA,,BANGUED (Capital),Zone 1 Pob. (Nalasin),"2,017",984,"1,033",498
L00028,Dg0000028,R000028,CAR,ABRA,,BANGUED (Capital),Zone 2 Pob. (Consiliman),"1,325",609,716,282
L00029,Dg0000029,R000029,CAR,ABRA,,BANGUED (Capital),Zone 3 Pob. (Lalaud),"1,622",758,864,369
L00030,Dg0000030,R000030,CAR,ABRA,,BANGUED (Capital),Zone 4 Pob. (Town Proper),"1,014",488,526,220
L00031,Dg0000031,R000031,CAR,ABRA,,BANGUED (Capital),Zone 5 Pob. (Bo. Barikir),"2,277","1,068","1,209",499
L00032,Dg0000032,R000032,CAR,ABRA,,BANGUED (Capital),Zone 6 Pob. (Sinapangan),"1,774",849,925,387
L00033,Dg0000033,R000033,CAR,ABRA,,BANGUED (Capital),Zone 7 Pob. (Baliling),"2,721","1,295","1,426",635
L00034,Dg0000034,R000034,CAR,ABRA,,BOLINEY,,"4,063","2,063","2,000",822
L00035,Dg0000035,R000035,CAR,ABRA,,BOLINEY,Amti,411,215,196,90
L00036,Dg0000036,R000036,CAR,ABRA,,BOLINEY,Bao-yan,577,305,272,107
L00037,Dg0000037,R000037,CAR,ABRA,,BOLINEY,Danac East,518,258,260,101
L00038,Dg0000038,R000038,CAR,ABRA,,BOLINEY,Danac West,618,306,312,76
L00039,Dg0000039,R000039,CAR,ABRA,,BOLINEY,Dao-angan,399,186,213,70
L00040,Dg0000040,R000040,CAR,ABRA,,BOLINEY,Dumagas,387,197,190,54
L00041,Dg0000041,R000041,CAR,ABRA,,BOLINEY,Kilong-Olao,234,120,114,197
L00042,Dg0000042,R000042,CAR,ABRA,,BOLINEY,Poblacion (Boliney),919,476,443,127
L00043,Dg0000043,R000043,CAR,ABRA,,BUCAY,,"17,104","8,656","8,448","3,617"
L00044,Dg0000044,R000044,CAR,ABRA,,BUCAY,Abang,820,434,386,164
L00045,Dg0000045,R000045,CAR,ABRA,,BUCAY,Bangbangcag,"1,088",539,549,222
L00046,Dg0000046,R000046,CAR,ABRA,,BUCAY,Bangcagan,616,306,310,129
L00047,Dg0000047,R000047,CAR,ABRA,,BUCAY,Banglolao,598,294,304,130
L00048,Dg0000048,R000048,CAR,ABRA,,BUCAY,Bugbog,694,367,327,154
L00049,Dg0000049,R000049,CAR,ABRA,,BUCAY,Calao,721,371,350,146
L00050,Dg0000050,R000050,CAR,ABRA,,BUCAY,Dugong,"1,532",777,755,317
L00051,Dg0000051,R000051,CAR,ABRA,,BUCAY,Labon,632,305,327,136
L00052,Dg0000052,R000052,CAR,ABRA,,BUCAY,Layugan,"1,002",519,483,207
L00053,Dg0000053,R000053,CAR,ABRA,,BUCAY,Madalipay,369,183,186,72
L00054,Dg0000054,R000054,CAR,ABRA,,BUCAY,North Poblacion,"1,123",566,557,241
L00055,Dg0000055,R000055,CAR,ABRA,,BUCAY,Pagala,"1,262",637,625,265
L00056,Dg0000056,R000056,CAR,ABRA,,BUCAY,Pakiling,708,356,352,147
L00057,Dg0000057,R000057,CAR,ABRA,,BUCAY,Palaquio,994,504,490,198
L00058,Dg0000058,R000058,CAR,ABRA,,BUCAY,Patoc,787,413,374,180
L00059,Dg0000059,R000059,CAR,ABRA,,BUCAY,Quimloong,526,266,260,107
L00060,Dg0000060,R000060,CAR,ABRA,,BUCAY,Salnec,370,176,194,77
L00061,Dg0000061,R000061,CAR,ABRA,,BUCAY,San Miguel,653,329,324,162
L00062,Dg0000062,R000062,CAR,ABRA,,BUCAY,Siblong,972,498,474,218
L00063,Dg0000063,R000063,CAR,ABRA,,BUCAY,South Poblacion,561,270,291,122
L00064,Dg0000064,R000064,CAR,ABRA,,BUCAY,Tabiog,"1,076",546,530,223
L00065,Dg0000065,R000065,CAR,ABRA,,BUCLOC,,"2,170","1,124","1,046",414
L00066,Dg0000066,R000066,CAR,ABRA,,BUCLOC,Ducligan,437,222,215,90
L00067,Dg0000067,R000067,CAR,ABRA,,BUCLOC,Labaan,587,316,271,111
L00068,Dg0000068,R000068,CAR,ABRA,,BUCLOC,Lingay,606,320,286,113
L00069,Dg0000069,R000069,CAR,ABRA,,BUCLOC,Lamao (Pob.),540,266,274,100
L00070,Dg0000070,R000070,CAR,ABRA,,DAGUIOMAN,,"1,711",916,795,327
L00071,Dg0000071,R000071,CAR,ABRA,,DAGUIOMAN,Ableg,175,98,77,38
L00072,Dg0000072,R000072,CAR,ABRA,,DAGUIOMAN,Cabaruyan,412,222,190,80
L00073,Dg0000073,R000073,CAR,ABRA,,DAGUIOMAN,Pikek,313,179,134,59
L00074,Dg0000074,R000074,CAR,ABRA,,DAGUIOMAN,Tui (Pob.),811,417,394,150
L00075,Dg0000075,R000075,CAR,ABRA,,DANGLAS,,"4,734","2,327","2,407",950
L00076,Dg0000076,R000076,CAR,ABRA,,DANGLAS,Abaquid,423,233,190,80
L00077,Dg0000077,R000077,CAR,ABRA,,DANGLAS,Cabaruan,650,313,337,130
L00078,Dg0000078,R000078,CAR,ABRA,,DANGLAS,Caupasan (Pob.),"1,398",672,726,300
L00079,Dg0000079,R000079,CAR,ABRA,,DANGLAS,Danglas,479,232,247,89
L00080,Dg0000080,R000080,CAR,ABRA,,DANGLAS,Nagaparan,819,408,411,150
L00081,Dg0000081,R000081,CAR,ABRA,,DANGLAS,Padangitan,502,245,257,98
L00082,Dg0000082,R000082,CAR,ABRA,,DANGLAS,Pangal,463,224,239,103
L00083,Dg0000083,R000083,CAR,ABRA,,DOLORES,,"11,484","5,884","5,600","2,418"
L00084,Dg0000084,R000084,CAR,ABRA,,DOLORES,Bayaan,437,222,215,98
L00085,Dg0000085,R000085,CAR,ABRA,,DOLORES,Cabaroan,561,294,267,107
L00086,Dg0000086,R000086,CAR,ABRA,,DOLORES,Calumbaya,434,226,208,93
L00087,Dg0000087,R000087,CAR,ABRA,,DOLORES,Cardona,463,253,210,87
L00088,Dg0000088,R000088,CAR,ABRA,,DOLORES,Isit,726,385,341,142
L00089,Dg0000089,R000089,CAR,ABRA,,DOLORES,Kimmalaba,889,456,433,191
L00090,Dg0000090,R000090,CAR,ABRA,,DOLORES,Libtec,638,351,287,122
L00091,Dg0000091,R000091,CAR,ABRA,,DOLORES,Lub-lubba,295,153,142,65
L00092,Dg0000092,R000092,CAR,ABRA,,DOLORES,Mudiit,"1,439",748,691,314
L00093,Dg0000093,R000093,CAR,ABRA,,DOLORES,Namit-ingan,617,309,308,141
L00094,Dg0000094,R000094,CAR,ABRA,,DOLORES,Pacac,605,307,298,136
L00095,Dg0000095,R000095,CAR,ABRA,,DOLORES,Poblacion,"2,257","1,136","1,121",491
L00096,Dg0000096,R000096,CAR,ABRA,,DOLORES,Salucag,551,257,294,117
L00097,Dg0000097,R000097,CAR,ABRA,,DOLORES,Talogtog,"1,147",575,572,222
L00098,Dg0000098,R000098,CAR,ABRA,,DOLORES,Taping,425,212,213,92
L00099,Dg0000099,R000099,CAR,ABRA,,LA PAZ,,"14,880","7,457","7,423","3,173"
L00100,Dg0000100,R000100,CAR,ABRA,,LA PAZ,Benben (Bonbon),551,291,260,121
L00101,Dg0000101,R000101,CAR,ABRA,,LA PAZ,Bulbulala,"1,183",580,603,248
L00102,Dg0000102,R000102,CAR,ABRA,,LA PAZ,Buli,"1,453",727,726,327
L00103,Dg0000103,R000103,CAR,ABRA,,LA PAZ,Canan (Gapan),"1,155",593,562,260
L00104,Dg0000104,R000104,CAR,ABRA,,LA PAZ,Liguis,911,462,449,197
L00105,Dg0000105,R000105,CAR,ABRA,,LA PAZ,Malabbaga,"1,243",634,609,264
L00106,Dg0000106,R000106,CAR,ABRA,,LA PAZ,Mudeng,"1,152",586,566,246
L00107,Dg0000107,R000107,CAR,ABRA,,LA PAZ,Pidipid,950,463,487,172
L00108,Dg0000108,R000108,CAR,ABRA,,LA PAZ,Poblacion,"3,686","1,817","1,869",781
L00109,Dg0000109,R000109,CAR,ABRA,,LA PAZ,San Gregorio,"1,178",595,583,268
L00110,Dg0000110,R000110,CAR,ABRA,,LA PAZ,Toon,928,462,466,190
L00111,Dg0000111,R000111,CAR,ABRA,,LA PAZ,Udangan,490,247,243,99
L00112,Dg0000112,R000112,CAR,ABRA,,LACUB,,"2,973","1,546","1,427",561
L00113,Dg0000113,R000113,CAR,ABRA,,LACUB,Bacag,233,123,110,44
L00114,Dg0000114,R000114,CAR,ABRA,,LACUB,Buneg,827,435,392,151
L00115,Dg0000115,R000115,CAR,ABRA,,LACUB,Guinguinabang,290,152,138,55
L00116,Dg0000116,R000116,CAR,ABRA,,LACUB,Lan-ag,353,196,157,65
L00117,Dg0000117,R000117,CAR,ABRA,,LACUB,Pacoc,571,299,272,106
L00118,Dg0000118,R000118,CAR,ABRA,,LACUB,Poblacion (Talampac),699,341,358,140
L00119,Dg0000119,R000119,CAR,ABRA,,LAGANGILAG,,"13,710","6,899","6,811","2,817"
L00120,Dg0000120,R000120,CAR,ABRA,,LAGANGILAG,Aguet,288,152,136,57
L00121,Dg0000121,R000121,CAR,ABRA,,LAGANGILAG,Bacooc,379,199,180,94
L00122,Dg0000122,R000122,CAR,ABRA,,LAGANGILAG,Balais,533,260,273,110
L00123,Dg0000123,R000123,CAR,ABRA,,LAGANGILAG,Cayapa,992,514,478,183
L00124,Dg0000124,R000124,CAR,ABRA,,LAGANGILAG,Dalaguisen,840,420,420,185
L00125,Dg0000125,R000125,CAR,ABRA,,LAGANGILAG,Laang,776,345,431,175
L00126,Dg0000126,R000126,CAR,ABRA,,LAGANGILAG,Lagben,397,202,195,83
L00127,Dg0000127,R000127,CAR,ABRA,,LAGANGILAG,Laguiben,944,462,482,194
L00128,Dg0000128,R000128,CAR,ABRA,,LAGANGILAG,Nagtipulan,"1,209",637,572,240
L00129,Dg0000129,R000129,CAR,ABRA,,LAGANGILAG,Nagtupacan,"1,059",536,523,220
L00130,Dg0000130,R000130,CAR,ABRA,,LAGANGILAG,Paganao,342,179,163,76
L00131,Dg0000131,R000131,CAR,ABRA,,LAGANGILAG,Pawa,360,168,192,71
L00132,Dg0000132,R000132,CAR,ABRA,,LAGANGILAG,Poblacion,"1,458",715,743,301
L00133,Dg0000133,R000133,CAR,ABRA,,LAGANGILAG,Presentar,725,363,362,149
L00134,Dg0000134,R000134,CAR,ABRA,,LAGANGILAG,San Isidro,"1,415",754,661,272
L00135,Dg0000135,R000135,CAR,ABRA,,LAGANGILAG,Tagodtod,"1,539",767,772,314
L00136,Dg0000136,R000136,CAR,ABRA,,LAGANGILAG,Taping,454,226,228,93
L00137,Dg0000137,R000137,CAR,ABRA,,LAGAYAN,,"4,477","2,296","2,181",904
L00138,Dg0000138,R000138,CAR,ABRA,,LAGAYAN,Ba-i,851,454,397,179
L00139,Dg0000139,R000139,CAR,ABRA,,LAGAYAN,Collago,"1,049",533,516,181
L00140,Dg0000140,R000140,CAR,ABRA,,LAGAYAN,Pang-ot,366,178,188,72
L00141,Dg0000141,R000141,CAR,ABRA,,LAGAYAN,Poblacion,"1,236",621,615,261
L00142,Dg0000142,R000142,CAR,ABRA,,LAGAYAN,Pulot,975,510,465,211
L00143,Dg0000143,R000143,CAR,ABRA,,LANGIDEN,,"3,160","1,623","1,537",685
L00144,Dg0000144,R000144,CAR,ABRA,,LANGIDEN,Baac,360,193,167,80
L00145,Dg0000145,R000145,CAR,ABRA,,LANGIDEN,Dalayap (Nalaas),470,221,249,94
L00146,Dg0000146,R000146,CAR,ABRA,,LANGIDEN,Mabungtot,500,266,234,110
L00147,Dg0000147,R000147,CAR,ABRA,,LANGIDEN,Malapaao,707,365,342,151
L00148,Dg0000148,R000148,CAR,ABRA,,LANGIDEN,Poblacion,369,185,184,91
L00149,Dg0000149,R000149,CAR,ABRA,,LANGIDEN,Quillat,754,393,361,159
L00150,Dg0000150,R000150,CAR,ABRA,,LICUAN-BAAY(LICUAN),,"4,604","2,413","2,191",832
L00151,Dg0000151,R000151,CAR,ABRA,,LICUAN-BAAY(LICUAN),Bonglo (Patagui),261,139,122,43
L00152,Dg0000152,R000152,CAR,ABRA,,LICUAN-BAAY(LICUAN),Bulbulala,363,189,174,60
L00153,Dg0000153,R000153,CAR,ABRA,,LICUAN-BAAY(LICUAN),Cawayan,483,254,229,104
L00154,Dg0000154,R000154,CAR,ABRA,,LICUAN-BAAY(LICUAN),Domenglay,417,219,198,75
L00155,Dg0000155,R000155,CAR,ABRA,,LICUAN-BAAY(LICUAN),Lenneng,359,188,171,54
L00156,Dg0000156,R000156,CAR,ABRA,,LICUAN-BAAY(LICUAN),Mapisla,454,235,219,83
L00157,Dg0000157,R000157,CAR,ABRA,,LICUAN-BAAY(LICUAN),Mogao,349,178,171,69
L00158,Dg0000158,R000158,CAR,ABRA,,LICUAN-BAAY(LICUAN),Nalbuan,724,355,369,126
L00159,Dg0000159,R000159,CAR,ABRA,,LICUAN-BAAY(LICUAN),Poblacion,321,190,131,67
L00160,Dg0000160,R000160,CAR,ABRA,,LICUAN-BAAY(LICUAN),Subagan,525,285,240,99
L00161,Dg0000161,R000161,CAR,ABRA,,LICUAN-BAAY(LICUAN),Tumalip,348,181,167,52
L00162,Dg0000162,R000162,CAR,ABRA,,LUBA,,"6,386","3,352","3,034","1,282"
L00163,Dg0000163,R000163,CAR,ABRA,,LUBA,Ampalioc,"1,177",618,559,224
L00164,Dg0000164,R000164,CAR,ABRA,,LUBA,Barit,572,311,261,108
L00165,Dg0000165,R000165,CAR,ABRA,,LUBA,Gayaman,"1,020",533,487,206
L00166,Dg0000166,R000166,CAR,ABRA,,LUBA,Lul-luno,379,201,178,82
L00167,Dg0000167,R000167,CAR,ABRA,,LUBA,Luzong,920,490,430,190
L00168,Dg0000168,R000168,CAR,ABRA,,LUBA,Nagbukel-Tuquipa,534,291,243,119
L00169,Dg0000169,R000169,CAR,ABRA,,LUBA,Poblacion,"1,123",569,554,228
L00170,Dg0000170,R000170,CAR,ABRA,,LUBA,Sabnangan,661,339,322,125
L00171,Dg0000171,R000171,CAR,ABRA,,MALIBCONG,,"3,729","2,002","1,727",723
L00172,Dg0000172,R000172,CAR,ABRA,,MALIBCONG,Bayabas,200,106,94,37
L00173,Dg0000173,R000173,CAR,ABRA,,MALIBCONG,Binasaran,191,101,90,38
L00174,Dg0000174,R000174,CAR,ABRA,,MALIBCONG,Buanao,328,175,153,66
L00175,Dg0000175,R000175,CAR,ABRA,,MALIBCONG,Dulao,223,118,105,45
L00176,Dg0000176,R000176,CAR,ABRA,,MALIBCONG,Duldulao,362,192,170,61
L00177,Dg0000177,R000177,CAR,ABRA,,MALIBCONG,Gacab,412,223,189,85
L00178,Dg0000178,R000178,CAR,ABRA,,MALIBCONG,Lat-ey,195,115,80,46
L00179,Dg0000179,R000179,CAR,ABRA,,MALIBCONG,Malibcong (Pob.),562,300,262,112
L00180,Dg0000180,R000180,CAR,ABRA,,MALIBCONG,Mataragan,526,268,258,92
L00181,Dg0000181,R000181,CAR,ABRA,,MALIBCONG,Pacgued,229,135,94,44
L00182,Dg0000182,R000182,CAR,ABRA,,MALIBCONG,Taripan,232,124,108,47
L00183,Dg0000183,R000183,CAR,ABRA,,MALIBCONG,Umnap,269,145,124,50
L00184,Dg0000184,R000184,CAR,ABRA,,MANABO,,"10,682","5,508","5,174","2,264"
L00185,Dg0000185,R000185,CAR,ABRA,,MANABO,Ayyeng (Pob.),"1,567",784,783,346
L00186,Dg0000186,R000186,CAR,ABRA,,MANABO,Catacdegan Nuevo,600,295,305,127
L00187,Dg0000187,R000187,CAR,ABRA,,MANABO,Catacdegan Viejo,473,233,240,108
L00188,Dg0000188,R000188,CAR,ABRA,,MANABO,Luzong,"1,031",510,521,222
L00189,Dg0000189,R000189,CAR,ABRA,,MANABO,San Jose Norte,604,322,282,125
L00190,Dg0000190,R000190,CAR,ABRA,,MANABO,San Jose Sur,535,290,245,120
L00191,Dg0000191,R000191,CAR,ABRA,,MANABO,San Juan Norte,620,317,303,131
L00192,Dg0000192,R000192,CAR,ABRA,,MANABO,San Juan Sur,724,389,335,157
L00193,Dg0000193,R000193,CAR,ABRA,,MANABO,San Ramon East,"2,123","1,118","1,005",449
L00194,Dg0000194,R000194,CAR,ABRA,,MANABO,San Ramon West,"1,960","1,014",946,383
L00195,Dg0000195,R000195,CAR,ABRA,,MANABO,Santo Tomas,445,236,209,96
L00196,Dg0000196,R000196,CAR,ABRA,,PEÑARRUBIA,,"6,536","3,266","3,270","1,388"
L00197,Dg0000197,R000197,CAR,ABRA,,PEÑARRUBIA,Dumayco,"1,102",540,562,241
L00198,Dg0000198,R000198,CAR,ABRA,,PEÑARRUBIA,Lusuac,"1,053",525,528,208
L00199,Dg0000199,R000199,CAR,ABRA,,PEÑARRUBIA,Malamsit (Pau-Malamsit),640,329,311,139
L00200,Dg0000200,R000200,CAR,ABRA,,PEÑARRUBIA,Namarabar,548,270,278,135
L00201,Dg0000201,R000201,CAR,ABRA,,PEÑARRUBIA,Patiao,608,311,297,124
L00202,Dg0000202,R000202,CAR,ABRA,,PEÑARRUBIA,Poblacion,986,479,507,189
L00203,Dg0000203,R000203,CAR,ABRA,,PEÑARRUBIA,Riang (Tiang),810,411,399,175
L00204,Dg0000204,R000204,CAR,ABRA,,PEÑARRUBIA,Santa Rosa,382,195,187,83
L00205,Dg0000205,R000205,CAR,ABRA,,PEÑARRUBIA,Tattawa,407,206,201,94
L00206,Dg0000206,R000206,CAR,ABRA,,PIDIGAN,,"11,526","5,810","5,716","2,433"
L00207,Dg0000207,R000207,CAR,ABRA,,PIDIGAN,Alinaya,996,530,466,199
L00208,Dg0000208,R000208,CAR,ABRA,,PIDIGAN,Arab,458,230,228,88
L00209,Dg0000209,R000209,CAR,ABRA,,PIDIGAN,Garreta,582,301,281,131
L00210,Dg0000210,R000210,CAR,ABRA,,PIDIGAN,Immuli,557,284,273,133
L00211,Dg0000211,R000211,CAR,ABRA,,PIDIGAN,Laskig,484,252,232,111
L00212,Dg0000212,R000212,CAR,ABRA,,PIDIGAN,Monggoc,"1,101",548,553,225
L00213,Dg0000213,R000213,CAR,ABRA,,PIDIGAN,Naguirayan,698,342,356,152
L00214,Dg0000214,R000214,CAR,ABRA,,PIDIGAN,Pamutic,566,283,283,131
L00215,Dg0000215,R000215,CAR,ABRA,,PIDIGAN,Pangtud,"1,070",532,538,221
L00216,Dg0000216,R000216,CAR,ABRA,,PIDIGAN,Poblacion East,"1,603",809,794,349
L00217,Dg0000217,R000217,CAR,ABRA,,PIDIGAN,Poblacion West,"1,226",581,645,228
L00218,Dg0000218,R000218,CAR,ABRA,,PIDIGAN,San Diego,442,225,217,87
L00219,Dg0000219,R000219,CAR,ABRA,,PIDIGAN,Sulbec,675,350,325,146
L00220,Dg0000220,R000220,CAR,ABRA,,PIDIGAN,Suyo (Malidong),625,315,310,144
L00221,Dg0000221,R000221,CAR,ABRA,,PIDIGAN,Yuyeng,443,228,215,88
L00222,Dg0000222,R000222,CAR,ABRA,,PILAR,,"9,908","5,070","4,838","2,107"
L00223,Dg0000223,R000223,CAR,ABRA,,PILAR,Bolbolo,851,426,425,174
L00224,Dg0000224,R000224,CAR,ABRA,,PILAR,Brookside,366,191,175,85
L00225,Dg0000225,R000225,CAR,ABRA,,PILAR,Dalit,773,388,385,159
L00226,Dg0000226,R000226,CAR,ABRA,,PILAR,Dintan,357,198,159,72
L00227,Dg0000227,R000227,CAR,ABRA,,PILAR,Gapang,630,326,304,146
L00228,Dg0000228,R000228,CAR,ABRA,,PILAR,Kinabiti,737,373,364,175
L00229,Dg0000229,R000229,CAR,ABRA,,PILAR,Maliplipit,301,153,148,72
L00230,Dg0000230,R000230,CAR,ABRA,,PILAR,Nagcanasan,259,132,127,47
L00231,Dg0000231,R000231,CAR,ABRA,,PILAR,Nanangduan,329,177,152,69
L00232,Dg0000232,R000232,CAR,ABRA,,PILAR,Narnara,284,141,143,69
L00233,Dg0000233,R000233,CAR,ABRA,,PILAR,Ocup,483,261,222,99
L00234,Dg0000234,R000234,CAR,ABRA,,PILAR,Pang-ot,592,302,290,130
L00235,Dg0000235,R000235,CAR,ABRA,,PILAR,Patad,306,153,153,60
L00236,Dg0000236,R000236,CAR,ABRA,,PILAR,Poblacion,"1,703",862,841,343
L00237,Dg0000237,R000237,CAR,ABRA,,PILAR,San Juan East,338,180,158,69
L00238,Dg0000238,R000238,CAR,ABRA,,PILAR,San Juan West,602,321,281,131
L00239,Dg0000239,R000239,CAR,ABRA,,PILAR,South Balioag,470,238,232,104
L00240,Dg0000240,R000240,CAR,ABRA,,PILAR,Tikitik,272,131,141,55
L00241,Dg0000241,R000241,CAR,ABRA,,PILAR,Villavieja,255,117,138,48
L00242,Dg0000242,R000242,CAR,ABRA,,SALLAPADAN,,"5,979","3,072","2,907","1,245"
L00243,Dg0000243,R000243,CAR,ABRA,,SALLAPADAN,Bazar,527,282,245,116
L00244,Dg0000244,R000244,CAR,ABRA,,SALLAPADAN,Bilabila,540,286,254,107
L00245,Dg0000245,R000245,CAR,ABRA,,SALLAPADAN,Gangal (Pob.),915,457,458,186
L00246,Dg0000246,R000246,CAR,ABRA,,SALLAPADAN,Maguyepyep,"1,113",578,535,232
L00247,Dg0000247,R000247,CAR,ABRA,,SALLAPADAN,Naguilian,636,317,319,141
L00248,Dg0000248,R000248,CAR,ABRA,,SALLAPADAN,Saccaang,665,343,322,130
L00249,Dg0000249,R000249,CAR,ABRA,,SALLAPADAN,Sallapadan,299,147,152,62
L00250,Dg0000250,R000250,CAR,ABRA,,SALLAPADAN,Subusob,805,397,408,171
L00251,Dg0000251,R000251,CAR,ABRA,,SALLAPADAN,Ud-udiao,479,265,214,100
L00252,Dg0000252,R000252,CAR,ABRA,,SAN ISIDRO,,"4,887","2,511","2,376","1,038"
L00253,Dg0000253,R000253,CAR,ABRA,,SAN ISIDRO,Cabayogan,301,161,140,69
L00254,Dg0000254,R000254,CAR,ABRA,,SAN ISIDRO,Dalimag,767,389,378,155
L00255,Dg0000255,R000255,CAR,ABRA,,SAN ISIDRO,Langbaban,342,174,168,77
L00256,Dg0000256,R000256,CAR,ABRA,,SAN ISIDRO,Manayday,601,319,282,134
L00257,Dg0000257,R000257,CAR,ABRA,,SAN ISIDRO,Pantoc,422,218,204,91
L00258,Dg0000258,R000258,CAR,ABRA,,SAN ISIDRO,Poblacion,644,316,328,129
L00259,Dg0000259,R000259,CAR,ABRA,,SAN ISIDRO,Sabtan-olo,330,171,159,68
L00260,Dg0000260,R000260,CAR,ABRA,,SAN ISIDRO,San Marcial,769,389,380,164
L00261,Dg0000261,R000261,CAR,ABRA,,SAN ISIDRO,Tangbao,711,374,337,151
L00262,Dg0000262,R000262,CAR,ABRA,,SAN JUAN,,"10,543","5,396","5,147","2,274"
L00263,Dg0000263,R000263,CAR,ABRA,,SAN JUAN,Abualan,885,478,407,203
L00264,Dg0000264,R000264,CAR,ABRA,,SAN JUAN,Badas,463,234,229,91
L00265,Dg0000265,R000265,CAR,ABRA,,SAN JUAN,Ba-ug,"1,104",571,533,227
L00266,Dg0000266,R000266,CAR,ABRA,,SAN JUAN,Cabcaborao,"1,032",528,504,204
L00267,Dg0000267,R000267,CAR,ABRA,,SAN JUAN,Colabaoan,295,148,147,63
L00268,Dg0000268,R000268,CAR,ABRA,,SAN JUAN,Culiong,483,242,241,108
L00269,Dg0000269,R000269,CAR,ABRA,,SAN JUAN,Daoidao,152,82,70,37
L00270,Dg0000270,R000270,CAR,ABRA,,SAN JUAN,Guimba,369,184,185,87
L00271,Dg0000271,R000271,CAR,ABRA,,SAN JUAN,Lam-ag,546,277,269,119
L00272,Dg0000272,R000272,CAR,ABRA,,SAN JUAN,Lumobang,363,185,178,80
L00273,Dg0000273,R000273,CAR,ABRA,,SAN JUAN,Nangobongan,393,204,189,99
L00274,Dg0000274,R000274,CAR,ABRA,,SAN JUAN,Pattaoig,122,65,57,25
L00275,Dg0000275,R000275,CAR,ABRA,,SAN JUAN,Poblacion North,977,480,497,216
L00276,Dg0000276,R000276,CAR,ABRA,,SAN JUAN,Poblacion South,542,271,271,118
L00277,Dg0000277,R000277,CAR,ABRA,,SAN JUAN,Quidaoen,679,341,338,123
L00278,Dg0000278,R000278,CAR,ABRA,,SAN JUAN,Sabangan,244,124,120,62
L00279,Dg0000279,R000279,CAR,ABRA,,SAN JUAN,Silet,495,261,234,105
L00280,Dg0000280,R000280,CAR,ABRA,,SAN JUAN,Supi-il,680,345,335,143
L00281,Dg0000281,R000281,CAR,ABRA,,SAN JUAN,Tagaytay,719,376,343,164
L00282,Dg0000282,R000282,CAR,ABRA,,SAN QUINTIN,,"5,232","2,670","2,562","1,152"
L00283,Dg0000283,R000283,CAR,ABRA,,SAN QUINTIN,Labaan,882,462,420,201
L00284,Dg0000284,R000284,CAR,ABRA,,SAN QUINTIN,Palang,589,304,285,126
L00285,Dg0000285,R000285,CAR,ABRA,,SAN QUINTIN,Pantoc,676,339,337,144
