Loc_ID,Demographic_ID,Resource_ID,Region,Province,District,CityOrMunicipality,Barangay,Population,Male,Female,Families
L00556,Dg0000556,R000556,CAR,BENGUET,,BAGUIO CITY,Lualhati,950,433,517,242
L00557,Dg0000557,R000557,CAR,BENGUET,,BAGUIO CITY,Lucnab,"1,804",885,919,419
L00558,Dg0000558,R000558,CAR,BENGUET,,BAGUIO CITY,Magsaysay Lower,528,261,267,126
L00559,Dg0000559,R000559,CAR,BENGUET,,BAGUIO CITY,Magsaysay Private Road,"1,065",509,556,378
L00560,Dg0000560,R000560,CAR,BENGUET,,BAGUIO CITY,Magsaysay Upper,104,49,55,38
L00561,Dg0000561,R000561,CAR,BENGUET,,BAGUIO CITY,Malcolm Square-Perfecto (Jose Abad Santos),73,30,43,27
L00562,Dg0000562,R000562,CAR,BENGUET,,BAGUIO CITY,Manuel A. Roxas,746,348,398,186
L00563,Dg0000563,R000563,CAR,BENGUET,,BAGUIO CITY,Market Subdivision Upper,"1,035",490,545,218
L00564,Dg0000564,R000564,CAR,BENGUET,,BAGUIO CITY,Middle Quezon Hill Subdivision (Quezon Hill Middle),"3,388","1,644","1,744",833
L00565,Dg0000565,R000565,CAR,BENGUET,,BAGUIO CITY,Military Cut-off,"1,697",826,871,445
L00566,Dg0000566,R000566,CAR,BENGUET,,BAGUIO CITY,Mines View Park,"1,347",687,660,297
L00567,Dg0000567,R000567,CAR,BENGUET,,BAGUIO CITY,Modern Site East,"2,749","1,308","1,441",664
L00568,Dg0000568,R000568,CAR,BENGUET,,BAGUIO CITY,Modern Site West,"1,137",541,596,252
L00569,Dg0000569,R000569,CAR,BENGUET,,BAGUIO CITY,MRR-Queen Of Peace,"1,740",824,916,518
L00570,Dg0000570,R000570,CAR,BENGUET,,BAGUIO CITY,New Lucban,"2,286","1,039","1,247",890
L00571,Dg0000571,R000571,CAR,BENGUET,,BAGUIO CITY,Outlook Drive,"1,735",888,847,400
L00572,Dg0000572,R000572,CAR,BENGUET,,BAGUIO CITY,Pacdal,"5,382","2,609","2,773","1,269"
L00573,Dg0000573,R000573,CAR,BENGUET,,BAGUIO CITY,Padre Burgos,"3,175","1,572","1,603",864
L00574,Dg0000574,R000574,CAR,BENGUET,,BAGUIO CITY,Padre Zamora,"2,257","1,117","1,140",543
L00575,Dg0000575,R000575,CAR,BENGUET,,BAGUIO CITY,Palma-Urbano (Cariño-Palma),"1,132",558,574,351
L00576,Dg0000576,R000576,CAR,BENGUET,,BAGUIO CITY,Phil-Am,402,190,212,108
L00577,Dg0000577,R000577,CAR,BENGUET,,BAGUIO CITY,Pinget,"6,669","3,317","3,352","1,527"
L00578,Dg0000578,R000578,CAR,BENGUET,,BAGUIO CITY,Pinsao Pilot Project,"3,521","1,740","1,781",837
L00579,Dg0000579,R000579,CAR,BENGUET,,BAGUIO CITY,Pinsao Proper,"5,235","2,551","2,684","1,262"
L00580,Dg0000580,R000580,CAR,BENGUET,,BAGUIO CITY,Poliwes,"3,658","1,758","1,900",878
L00581,Dg0000581,R000581,CAR,BENGUET,,BAGUIO CITY,Pucsusan,676,330,346,145
L00582,Dg0000582,R000582,CAR,BENGUET,,BAGUIO CITY,Quezon Hill Proper,"1,200",599,601,261
L00583,Dg0000583,R000583,CAR,BENGUET,,BAGUIO CITY,Quezon Hill Upper,"2,344","1,140","1,204",615
L00584,Dg0000584,R000584,CAR,BENGUET,,BAGUIO CITY,Quirino Hill East,"3,020","1,500","1,520",831
L00585,Dg0000585,R000585,CAR,BENGUET,,BAGUIO CITY,Quirino Hill Lower,"1,932",953,979,456
L00586,Dg0000586,R000586,CAR,BENGUET,,BAGUIO CITY,Quirino Hill Middle,"2,544","1,255","1,289",625
L00587,Dg0000587,R000587,CAR,BENGUET,,BAGUIO CITY,Quirino Hill West,"1,740",867,873,446
L00588,Dg0000588,R000588,CAR,BENGUET,,BAGUIO CITY,Quirino-Magsaysay Upper (Upper QM),"2,432","1,122","1,310",593
L00589,Dg0000589,R000589,CAR,BENGUET,,BAGUIO CITY,Rizal Monument Area,52,30,22,13
L00590,Dg0000590,R000590,CAR,BENGUET,,BAGUIO CITY,Rock Quarry Lower,"1,518",745,773,340
L00591,Dg0000591,R000591,CAR,BENGUET,,BAGUIO CITY,Rock Quarry Middle,"1,241",572,669,303
L00592,Dg0000592,R000592,CAR,BENGUET,,BAGUIO CITY,Rock Quarry Upper,"1,818",870,948,442
L00593,Dg0000593,R000593,CAR,BENGUET,,BAGUIO CITY,Saint Joseph Village,"3,767","1,850","1,917",878
L00594,Dg0000594,R000594,CAR,BENGUET,,BAGUIO CITY,Salud Mitra,"1,060",473,587,300
L00595,Dg0000595,R000595,CAR,BENGUET,,BAGUIO CITY,San Antonio Village,"1,401",722,679,287
L00596,Dg0000596,R000596,CAR,BENGUET,,BAGUIO CITY,San Luis Village,"7,199","3,585","3,614","1,691"
L00597,Dg0000597,R000597,CAR,BENGUET,,BAGUIO CITY,San Roque Village,606,302,304,123
L00598,Dg0000598,R000598,CAR,BENGUET,,BAGUIO CITY,San Vicente,"4,574","2,276","2,298","1,063"
L00599,Dg0000599,R000599,CAR,BENGUET,,BAGUIO CITY,Sanitary Camp North,"2,668","1,259","1,409",638
L00600,Dg0000600,R000600,CAR,BENGUET,,BAGUIO CITY,Sanitary Camp South,"1,473",729,744,467
L00601,Dg0000601,R000601,CAR,BENGUET,,BAGUIO CITY,Santa Escolastica,"1,400",681,719,338
L00602,Dg0000602,R000602,CAR,BENGUET,,BAGUIO CITY,Santo Rosario,"2,230","1,112","1,118",516
L00603,Dg0000603,R000603,CAR,BENGUET,,BAGUIO CITY,Santo Tomas Proper,"5,630","2,799","2,831","1,287"
L00604,Dg0000604,R000604,CAR,BENGUET,,BAGUIO CITY,Santo Tomas School Area,"1,109",575,534,227
L00605,Dg0000605,R000605,CAR,BENGUET,,BAGUIO CITY,Scout Barrio,"1,276",629,647,269
L00606,Dg0000606,R000606,CAR,BENGUET,,BAGUIO CITY,Session Road Area,85,32,53,30
L00607,Dg0000607,R000607,CAR,BENGUET,,BAGUIO CITY,Slaughter House Area (Santo Niño Slaughter),"2,249","1,115","1,134",554
L00608,Dg0000608,R000608,CAR,BENGUET,,BAGUIO CITY,SLU-SVP Housing Village,"1,851",874,977,459
L00609,Dg0000609,R000609,CAR,BENGUET,,BAGUIO CITY,South Drive,357,191,166,87
L00610,Dg0000610,R000610,CAR,BENGUET,,BAGUIO CITY,Teodora Alonzo,"1,177",533,644,424
L00611,Dg0000611,R000611,CAR,BENGUET,,BAGUIO CITY,Trancoville,"2,120","1,011","1,109",645
L00612,Dg0000612,R000612,CAR,BENGUET,,BAGUIO CITY,Victoria Village,"2,960","1,462","1,498",710
L00613,Dg0000613,R000613,CAR,BENGUET,,BAKUN,,"13,486","7,139","6,347","2,828"
L00614,Dg0000614,R000614,CAR,BENGUET,,BAKUN,Ambuclao,"2,966","1,554","1,412",607
L00615,Dg0000615,R000615,CAR,BENGUET,,BAKUN,Ampusongan,"2,175","1,116","1,059",472
L00616,Dg0000616,R000616,CAR,BENGUET,,BAKUN,Bagu,856,454,402,172
L00617,Dg0000617,R000617,CAR,BENGUET,,BAKUN,Bila,991,537,454,225
L00618,Dg0000618,R000618,CAR,BENGUET,,BAKUN,Bobok-Bisal,"1,086",597,489,234
L00619,Dg0000619,R000619,CAR,BENGUET,,BAKUN,BOKOD,"12,599","6,594","6,005","2,646"
L00620,Dg0000620,R000620,CAR,BENGUET,,BAKUN,Daclan,"1,748",886,862,372
L00621,Dg0000621,R000621,CAR,BENGUET,,BOKOD,Dalipey,"2,164","1,149","1,015",438
L00622,Dg0000622,R000622,CAR,BENGUET,,BOKOD,Ekip,806,407,399,152
L00623,Dg0000623,R000623,CAR,BENGUET,,BOKOD,Gambang,"3,607","1,932","1,675",822
L00624,Dg0000624,R000624,CAR,BENGUET,,BOKOD,Karao,958,505,453,196
L00625,Dg0000625,R000625,CAR,BENGUET,,BOKOD,Kayapa,"1,527",815,712,273
L00626,Dg0000626,R000626,CAR,BENGUET,,BOKOD,Nawal,743,397,346,148
L00627,Dg0000627,R000627,CAR,BENGUET,,BOKOD,Pito,838,420,418,161
L00628,Dg0000628,R000628,CAR,BENGUET,,BOKOD,Poblacion,"1,962","1,022",940,426
L00629,Dg0000629,R000629,CAR,BENGUET,,BOKOD,Poblacion (Central),"1,834",960,874,356
L00630,Dg0000630,R000630,CAR,BENGUET,,BOKOD,Sinacbat,"1,323",713,610,295
L00631,Dg0000631,R000631,CAR,BENGUET,,BOKOD,Tikey,501,269,232,125
L00632,Dg0000632,R000632,CAR,BENGUET,,BUGUIAS,,"39,170","20,439","18,731","8,785"
L00633,Dg0000633,R000633,CAR,BENGUET,,BUGUIAS,Abatan,"2,754","1,374","1,380",638
L00634,Dg0000634,R000634,CAR,BENGUET,,BUGUIAS,Amgaleyguey,"3,538","1,854","1,684",783
L00635,Dg0000635,R000635,CAR,BENGUET,,BUGUIAS,Amlimay,"2,197","1,154","1,043",480
L00636,Dg0000636,R000636,CAR,BENGUET,,BUGUIAS,Baculongan Norte,"2,157","1,148","1,009",510
L00637,Dg0000637,R000637,CAR,BENGUET,,BUGUIAS,Baculongan Sur,"3,169","1,633","1,536",709
L00638,Dg0000638,R000638,CAR,BENGUET,,BUGUIAS,Bangao,"4,194","2,189","2,005",905
L00639,Dg0000639,R000639,CAR,BENGUET,,BUGUIAS,Buyacaoan,"3,160","1,655","1,505",752
L00640,Dg0000640,R000640,CAR,BENGUET,,BUGUIAS,Calamagan,739,385,354,189
L00641,Dg0000641,R000641,CAR,BENGUET,,BUGUIAS,Catlubong,"2,758","1,433","1,325",656
L00642,Dg0000642,R000642,CAR,BENGUET,,BUGUIAS,Lengaoan,"1,488",799,689,303
L00643,Dg0000643,R000643,CAR,BENGUET,,BUGUIAS,Loo,"4,388","2,271","2,117",923
L00644,Dg0000644,R000644,CAR,BENGUET,,BUGUIAS,Natubleng,"2,513","1,333","1,180",558
L00645,Dg0000645,R000645,CAR,BENGUET,,BUGUIAS,Poblacion (Central),"3,472","1,776","1,696",766
L00646,Dg0000646,R000646,CAR,BENGUET,,BUGUIAS,Sebang,"2,643","1,435","1,208",613
L00647,Dg0000647,R000647,CAR,BENGUET,,ITOGON,,"55,893","29,619","26,274","11,865"
L00648,Dg0000648,R000648,CAR,BENGUET,,ITOGON,Ampucao,"10,450","5,522","4,928","2,126"
L00649,Dg0000649,R000649,CAR,BENGUET,,ITOGON,Dalupirip,"2,578","1,320","1,258",483
L00650,Dg0000650,R000650,CAR,BENGUET,,ITOGON,Gumatdang,"1,895","1,074",821,409
L00651,Dg0000651,R000651,CAR,BENGUET,,ITOGON,Loacan,"7,714","4,216","3,498","1,605"
L00652,Dg0000652,R000652,CAR,BENGUET,,ITOGON,Poblacion (Central),"3,267","1,715","1,552",679
L00653,Dg0000653,R000653,CAR,BENGUET,,ITOGON,Tinongdan,"4,216","2,203","2,013",860
L00654,Dg0000654,R000654,CAR,BENGUET,,ITOGON,Tuding,"7,689","3,893","3,796","1,820"
L00655,Dg0000655,R000655,CAR,BENGUET,,ITOGON,Ucab,"7,870","4,157","3,713","1,701"
L00656,Dg0000656,R000656,CAR,BENGUET,,ITOGON,Virac,"10,214","5,519","4,695","2,182"
L00657,Dg0000657,R000657,CAR,BENGUET,,KABAYAN,,"13,582","7,172","6,410","2,697"
L00658,Dg0000658,R000658,CAR,BENGUET,,KABAYAN,Adaoay,670,355,315,146
L00659,Dg0000659,R000659,CAR,BENGUET,,KABAYAN,Anchukey,296,165,131,53
L00660,Dg0000660,R000660,CAR,BENGUET,,KABAYAN,Ballay,"2,617","1,348","1,269",507
L00661,Dg0000661,R000661,CAR,BENGUET,,KABAYAN,Bashoy,"1,597",853,744,295
L00662,Dg0000662,R000662,CAR,BENGUET,,KABAYAN,Batan,944,503,441,194
L00663,Dg0000663,R000663,CAR,BENGUET,,KABAYAN,Duacan,709,388,321,164
L00664,Dg0000664,R000664,CAR,BENGUET,,KABAYAN,Eddet,740,375,365,146
L00665,Dg0000665,R000665,CAR,BENGUET,,KABAYAN,Gusaran,"1,330",719,611,257
L00666,Dg0000666,R000666,CAR,BENGUET,,KABAYAN,Kabayan Barrio,337,187,150,69
L00667,Dg0000667,R000667,CAR,BENGUET,,KABAYAN,Lusod,794,413,381,148
L00668,Dg0000668,R000668,CAR,BENGUET,,KABAYAN,Pacso,"1,247",671,576,248
L00669,Dg0000669,R000669,CAR,BENGUET,,KABAYAN,Poblacion (Central),"1,567",808,759,323
L00670,Dg0000670,R000670,CAR,BENGUET,,KABAYAN,Tawangan,734,387,347,147
L00671,Dg0000671,R000671,CAR,BENGUET,,KAPANGAN,,"20,084","10,751","9,333","4,126"
L00672,Dg0000672,R000672,CAR,BENGUET,,KAPANGAN,Balakbak,"1,372",734,638,289
L00673,Dg0000673,R000673,CAR,BENGUET,,KAPANGAN,Beleng-Belis,984,554,430,234
L00674,Dg0000674,R000674,CAR,BENGUET,,KAPANGAN,Boklaoan,644,365,279,129
L00675,Dg0000675,R000675,CAR,BENGUET,,KAPANGAN,Cayapes,962,518,444,177
L00676,Dg0000676,R000676,CAR,BENGUET,,KAPANGAN,Cuba,995,546,449,213
L00677,Dg0000677,R000677,CAR,BENGUET,,KAPANGAN,Datakan,"1,699",903,796,344
L00678,Dg0000678,R000678,CAR,BENGUET,,KAPANGAN,Gadang,"1,534",828,706,307
L00679,Dg0000679,R000679,CAR,BENGUET,,KAPANGAN,Gasweling,"1,129",595,534,204
L00680,Dg0000680,R000680,CAR,BENGUET,,KAPANGAN,Labueg,"1,572",821,751,323
L00681,Dg0000681,R000681,CAR,BENGUET,,KAPANGAN,Paykek,"1,550",813,737,316
L00682,Dg0000682,R000682,CAR,BENGUET,,KAPANGAN,Poblacion Central,"1,841",985,856,381
L00683,Dg0000683,R000683,CAR,BENGUET,,KAPANGAN,Pudong,"1,373",738,635,307
L00684,Dg0000684,R000684,CAR,BENGUET,,KAPANGAN,Pongayan,945,486,459,176
L00685,Dg0000685,R000685,CAR,BENGUET,,KAPANGAN,Sagubo,"1,697",905,792,350
L00686,Dg0000686,R000686,CAR,BENGUET,,KAPANGAN,Taba-ao,"1,787",960,827,376
L00687,Dg0000687,R000687,CAR,BENGUET,,KIBUNGAN,,"16,850","8,899","7,951","3,769"
L00688,Dg0000688,R000688,CAR,BENGUET,,KIBUNGAN,Badeo,840,469,371,168
L00689,Dg0000689,R000689,CAR,BENGUET,,KIBUNGAN,Lubo,"1,235",641,594,298
L00690,Dg0000690,R000690,CAR,BENGUET,,KIBUNGAN,Madaymen,"5,875","3,141","2,734","1,381"
L00691,Dg0000691,R000691,CAR,BENGUET,,KIBUNGAN,Palina,"1,387",705,682,314
L00692,Dg0000692,R000692,CAR,BENGUET,,KIBUNGAN,Poblacion,"2,532","1,333","1,199",540
L00693,Dg0000693,R000693,CAR,BENGUET,,KIBUNGAN,Sagpat,"3,101","1,617","1,484",697
L00694,Dg0000694,R000694,CAR,BENGUET,,KIBUNGAN,Tacadang,"1,880",993,887,371
L00695,Dg0000695,R000695,CAR,BENGUET,,LA TRINIDAD (Capital),,"106,818","52,742","54,076","26,717"
L00696,Dg0000696,R000696,CAR,BENGUET,,LA TRINIDAD (Capital),Alapang,"4,171","2,090","2,081",885
L00697,Dg0000697,R000697,CAR,BENGUET,,LA TRINIDAD (Capital),Alno,"2,046","1,049",997,425
L00698,Dg0000698,R000698,CAR,BENGUET,,LA TRINIDAD (Capital),Ambiong,"6,423","3,245","3,178","1,551"
L00699,Dg0000699,R000699,CAR,BENGUET,,LA TRINIDAD (Capital),Bahong,"4,828","2,408","2,420","1,011"
L00700,Dg0000700,R000700,CAR,BENGUET,,LA TRINIDAD (Capital),Balili,"16,086","7,770","8,316","4,622"
L00701,Dg0000701,R000701,CAR,BENGUET,,LA TRINIDAD (Capital),Beckel,"3,424","1,713","1,711",807
L00702,Dg0000702,R000702,CAR,BENGUET,,LA TRINIDAD (Capital),Betag,"6,863","3,169","3,694","2,216"
L00703,Dg0000703,R000703,CAR,BENGUET,,LA TRINIDAD (Capital),Bineng,"1,487",806,681,302
L00704,Dg0000704,R000704,CAR,BENGUET,,LA TRINIDAD (Capital),Cruz,"3,519","1,698","1,821",883
L00705,Dg0000705,R000705,CAR,BENGUET,,LA TRINIDAD (Capital),Lubas,"5,591","2,753","2,838","1,297"
L00706,Dg0000706,R000706,CAR,BENGUET,,LA TRINIDAD (Capital),Pico,"18,200","8,995","9,205","4,685"
L00707,Dg0000707,R000707,CAR,BENGUET,,LA TRINIDAD (Capital),Poblacion,"10,415","5,060","5,355","2,488"
L00708,Dg0000708,R000708,CAR,BENGUET,,LA TRINIDAD (Capital),Puguis,"7,072","3,588","3,484","1,907"
L00709,Dg0000709,R000709,CAR,BENGUET,,LA TRINIDAD (Capital),Shilan,"4,330","2,260","2,070",863
L00710,Dg0000710,R000710,CAR,BENGUET,,LA TRINIDAD (Capital),Tawang,"7,456","3,695","3,761","1,661"
L00711,Dg0000711,R000711,CAR,BENGUET,,LA TRINIDAD (Capital),Wangal,"4,907","2,443","2,464","1,114"
L00712,Dg0000712,R000712,CAR,BENGUET,,MANYAKAN,,"35,552","18,567","16,985","7,479"
L00713,Dg0000713,R000713,CAR,BENGUET,,MANYAKAN,Balili,"6,236","3,287","2,949","1,312"
L00714,Dg0000714,R000714,CAR,BENGUET,,MANYAKAN,Bedbed,864,457,407,163
L00715,Dg0000715,R000715,CAR,BENGUET,,MANYAKAN,Bulalacao,"3,349","1,736","1,613",715
L00716,Dg0000716,R000716,CAR,BENGUET,,MANYAKAN,Cabiten,"1,854",999,855,350
L00717,Dg0000717,R000717,CAR,BENGUET,,MANYAKAN,Colalo,"1,232",654,578,271
L00718,Dg0000718,R000718,CAR,BENGUET,,MANYAKAN,Guinaoang,"1,855",963,892,407
L00719,Dg0000719,R000719,CAR,BENGUET,,MANYAKAN,Paco,"6,026","3,163","2,863","1,286"
L00720,Dg0000720,R000720,CAR,BENGUET,,MANYAKAN,Palasaan,"2,348","1,201","1,147",511
L00721,Dg0000721,R000721,CAR,BENGUET,,MANYAKAN,Poblacion,"3,082","1,549","1,533",693
L00722,Dg0000722,R000722,CAR,BENGUET,,MANYAKAN,Sapid,"3,271","1,682","1,589",626
L00723,Dg0000723,R000723,CAR,BENGUET,,MANYAKAN,Tabio,"3,784","1,964","1,820",762
L00724,Dg0000724,R000724,CAR,BENGUET,,MANYAKAN,Taneg,"1,651",912,739,383
L00725,Dg0000725,R000725,CAR,BENGUET,,SABLAN,,"10,508","5,506","5,002","2,315"
L00726,Dg0000726,R000726,CAR,BENGUET,,SABLAN,Bagong,764,422,342,164
L00727,Dg0000727,R000727,CAR,BENGUET,,SABLAN,Balluay,507,260,247,89
L00728,Dg0000728,R000728,CAR,BENGUET,,SABLAN,Banangan,"1,756",892,864,401
L00729,Dg0000729,R000729,CAR,BENGUET,,SABLAN,Banengbeng,"1,108",593,515,212
L00730,Dg0000730,R000730,CAR,BENGUET,,SABLAN,Bayabas,"2,068","1,039","1,029",494
L00731,Dg0000731,R000731,CAR,BENGUET,,SABLAN,Kamog,"1,064",593,471,246
L00732,Dg0000732,R000732,CAR,BENGUET,,SABLAN,Pappa,594,316,278,123
L00733,Dg0000733,R000733,CAR,BENGUET,,SABLAN,Poblacion,"2,647","1,391","1,256",586
L00734,Dg0000734,R000734,CAR,BENGUET,,TUBA,,"42,839","22,171","20,668","9,646"
L00735,Dg0000735,R000735,CAR,BENGUET,,TUBA,Ansagan,"2,083","1,121",962,444
L00736,Dg0000736,R000736,CAR,BENGUET,,TUBA,Camp 3,"10,413","5,449","4,964","2,205"
